id,title,game,dateposted
OCR00422,"Town Music (Busy Life)","The Legend of Zelda: A Link to the Past",2001-09-10
OCR02135,"Transient Shadows","The Legend of Zelda: A Link to the Past",2010-11-27
OCR01184,"Triforce Majeure","The Legend of Zelda: A Link to the Past",2004-05-24
OCR02900,"Unsealed","The Legend of Zelda: A Link to the Past",2014-06-04
OCR02014,"Utopia","The Legend of Zelda: A Link to the Past",2010-03-30
OCR01050,"Waltz for Zora","The Legend of Zelda: A Link to the Past",2003-10-05
OCR01978,"The Electric Flute","The Legend of Zelda: Four Swords Adventures",2010-01-25
OCR00743,"Animal Village Greenwich Village","The Legend of Zelda: Link's Awakening",2002-08-21
OCR01020,"Braving Tal Tal Heights","The Legend of Zelda: Link's Awakening",2003-08-09
OCR01426,"Clash at the Mountains","The Legend of Zelda: Link's Awakening",2005-11-04
OCR02143,"Climb My Mountain, This High","The Legend of Zelda: Link's Awakening",2010-12-13
OCR02608,"Dreams of Home","The Legend of Zelda: Link's Awakening",2013-02-15
OCR02381,"elegy of the solipsist","The Legend of Zelda: Link's Awakening",2012-01-28
OCR02946,"Face Your Nightmares","The Legend of Zelda: Link's Awakening",2014-07-31
OCR01688,"Forest of Hysteria","The Legend of Zelda: Link's Awakening",2008-03-03
OCR02142,"Full Moon Cello","The Legend of Zelda: Link's Awakening",2010-12-13
OCR01133,"Fungus Funktion","The Legend of Zelda: Link's Awakening",2004-03-04
OCR03399,"Have Ship, Will Travel","The Legend of Zelda: Link's Awakening",2016-08-01
OCR02144,"House of Frogs","The Legend of Zelda: Link's Awakening",2010-12-13
OCR00879,"Influence of Koholint","The Legend of Zelda: Link's Awakening",2002-12-18
OCR01400,"It's My Turn to Dream","The Legend of Zelda: Link's Awakening",2005-09-07
OCR00853,"Lost Woods Inglewood","The Legend of Zelda: Link's Awakening",2002-11-25
OCR02266,"Lucidic","The Legend of Zelda: Link's Awakening",2011-07-19
OCR02951,"Melodies of Mabe Village","The Legend of Zelda: Link's Awakening",2014-08-06
OCR01840,"Mountain of Dreams","The Legend of Zelda: Link's Awakening",2009-05-09
OCR00335,"Mysterious Groove","The Legend of Zelda: Link's Awakening",2001-04-28
OCR03479,"OMG Mr. Write","The Legend of Zelda: Link's Awakening",2017-01-10
OCR03064,"Play with Me","The Legend of Zelda: Link's Awakening",2015-01-13
OCR00784,"Seaside Lullaby (Wind Fish Ballade)","The Legend of Zelda: Link's Awakening",2002-09-22
OCR01086,"Secret Seashells","The Legend of Zelda: Link's Awakening",2003-12-14
OCR01318,"Symphonic Ballade","The Legend of Zelda: Link's Awakening",2005-02-22
OCR00102,"Tail Cave (Beatdown Mix)","The Legend of Zelda: Link's Awakening",2000-08-23
OCR02346,"The Feather's Reflection","The Legend of Zelda: Link's Awakening",2011-12-15
OCR01370,"The Sad Fish","The Legend of Zelda: Link's Awakening",2005-06-29
OCR01940,"Waking the Fish","The Legend of Zelda: Link's Awakening",2009-11-28
OCR02011,"Awakening the Giant","The Legend of Zelda: Majora's Mask",2010-03-25
OCR03361,"Battle the Terrible Fate","The Legend of Zelda: Majora's Mask",2016-05-31
OCR02568,"Dawn of a New Day","The Legend of Zelda: Majora's Mask",2012-12-22
OCR03383,"Dawn of a New Dream","The Legend of Zelda: Majora's Mask",2016-07-06
OCR02924,"Eclipse Apocalypse","The Legend of Zelda: Majora's Mask",2014-07-02
OCR02315,"Healing Majora","The Legend of Zelda: Majora's Mask",2011-10-26
OCR03065,"House of Healing","The Legend of Zelda: Majora's Mask",2015-01-15
OCR01577,"Inverting the Tower Temple","The Legend of Zelda: Majora's Mask",2007-05-10
OCR01995,"Link to the Mask","The Legend of Zelda: Majora's Mask",2010-03-04
OCR02496,"Memories of an Ocarina","The Legend of Zelda: Majora's Mask",2012-09-18
OCR02141,"Serious Moon Business","The Legend of Zelda: Majora's Mask",2010-12-12
OCR02481,"Shikashi's Dream","The Legend of Zelda: Majora's Mask",2012-08-20
OCR02992,"Then the Healing Came","The Legend of Zelda: Majora's Mask",2014-09-27
OCR02954,"A Royal Appearance","The Legend of Zelda: Ocarina of Time",2014-08-12
OCR01153,"A Storm in the Desert","The Legend of Zelda: Ocarina of Time",2004-04-08
OCR03142,"A Stormy Affair","The Legend of Zelda: Ocarina of Time",2015-06-01
OCR03469,"Afternoon in the Sacred Forest Meadow","The Legend of Zelda: Ocarina of Time",2016-12-22
OCR01364,"Anthem of a Misguided Youth","The Legend of Zelda: Ocarina of Time",2005-06-13
OCR01150,"Aquescent Symphony","The Legend of Zelda: Ocarina of Time",2004-04-02
OCR01140,"Awakened Fears of the Gerudo","The Legend of Zelda: Ocarina of Time",2004-03-14
OCR03478,"Child of Legend","The Legend of Zelda: Ocarina of Time",2017-01-10
OCR03438,"Dance of the Kokiri","The Legend of Zelda: Ocarina of Time",2016-10-17
OCR02270,"Dark Shores of Hyrule","The Legend of Zelda: Ocarina of Time",2011-07-26
OCR03398,"Dream","The Legend of Zelda: Ocarina of Time",2016-08-01
OCR01575,"Epona's Pastorale","The Legend of Zelda: Ocarina of Time",2007-05-06
OCR01950,"Eye of the Storm","The Legend of Zelda: Ocarina of Time",2009-12-11
OCR01435,"Falling Back","The Legend of Zelda: Ocarina of Time",2005-12-11
OCR02605,"Fragments of a Legend","The Legend of Zelda: Ocarina of Time",2013-02-11
OCR02043,"G.E.R.U.D.O.","The Legend of Zelda: Ocarina of Time",2010-06-03
OCR02872,"Ganonize","The Legend of Zelda: Ocarina of Time",2014-04-15
OCR02861,"Generations","The Legend of Zelda: Ocarina of Time",2014-04-03
OCR00368,"Gerudo Interlude","The Legend of Zelda: Ocarina of Time",2001-06-19
OCR00216,"Gerudo JV","The Legend of Zelda: Ocarina of Time",2000-12-25
OCR00109,"Gerudo Peeples","The Legend of Zelda: Ocarina of Time",2000-09-03
OCR00533,"Hawaii Shoppi'n","The Legend of Zelda: Ocarina of Time",2002-02-13
OCR02966,"Hey, Listen","The Legend of Zelda: Ocarina of Time",2014-08-28
OCR01529,"Hyrule Party Mix","The Legend of Zelda: Ocarina of Time",2006-11-29
OCR03513,"Hyrulean Overture #1","The Legend of Zelda: Ocarina of Time",2017-03-15
OCR03296,"La Gran Fuente de Salsa","The Legend of Zelda: Ocarina of Time",2016-01-25
OCR00203,"Late Night Lullaby","The Legend of Zelda: Ocarina of Time",2000-12-16
OCR03106,"Lullaby of the Sky","The Legend of Zelda: Ocarina of Time",2015-03-19
OCR00966,"Lullaby Proximitus","The Legend of Zelda: Ocarina of Time",2003-04-09
OCR01732,"Mamacitas in My Valley","The Legend of Zelda: Ocarina of Time",2008-07-15
OCR00556,"Memories of Saria","The Legend of Zelda: Ocarina of Time",2002-03-03
OCR03382,"Namors Gnudlib Theme (djp Naptime Edit)","The Legend of Zelda: Ocarina of Time",2016-07-06
OCR03288,"Once More ~A Last TIME~","The Legend of Zelda: Ocarina of Time",2016-01-08
OCR00753,"Pachelbel's Ganon","The Legend of Zelda: Ocarina of Time",2002-08-27
OCR00861,"Party in the Shop","The Legend of Zelda: Ocarina of Time",2002-12-03
OCR03347,"Please, please make it rain...","The Legend of Zelda: Ocarina of Time",2016-05-05
OCR01333,"Prayer","The Legend of Zelda: Ocarina of Time",2005-03-22
OCR01438,"Prelude","The Legend of Zelda: Ocarina of Time",2005-12-17
OCR02826,"Requiem for a Damaged Spirit","The Legend of Zelda: Ocarina of Time",2014-01-27
OCR00150,"River of Time","The Legend of Zelda: Ocarina of Time",2000-10-23
OCR02528,"Royal Treasure","The Legend of Zelda: Ocarina of Time",2012-11-07
OCR03015,"Saria's Drop","The Legend of Zelda: Ocarina of Time",2014-11-05
OCR02905,"Sheik's Groove","The Legend of Zelda: Ocarina of Time",2014-06-12
OCR03262,"Soggy Carousel","The Legend of Zelda: Ocarina of Time",2015-11-25
OCR02577,"Solace","The Legend of Zelda: Ocarina of Time",2013-01-09
OCR01045,"SoS","The Legend of Zelda: Ocarina of Time",2003-09-27
OCR00659,"St. Vital's Fresh Limestone Cutz","The Legend of Zelda: Ocarina of Time",2002-05-29
OCR03201,"Storm Force Seven","The Legend of Zelda: Ocarina of Time",2015-09-03
OCR03168,"The Guru","The Legend of Zelda: Ocarina of Time",2015-06-29
OCR03071,"The Guy from the Woods Is Back in Town","The Legend of Zelda: Ocarina of Time",2015-01-26
OCR02914,"They See Me Rolling","The Legend of Zelda: Ocarina of Time",2014-06-18
OCR00539,"This Valley Rocks","The Legend of Zelda: Ocarina of Time",2002-02-18
OCR02328,"Thunderstruck","The Legend of Zelda: Ocarina of Time",2011-11-22
OCR03450,"Time Crush","The Legend of Zelda: Ocarina of Time",2016-11-16
OCR02733,"Wisdom Courage Power","The Legend of Zelda: Ocarina of Time",2013-08-28
OCR02054,"Essence of Lime","The Legend of Zelda: Oracle of Ages",2010-06-21
OCR02116,"Eyes in the Deep","The Legend of Zelda: Oracle of Ages",2010-10-27
OCR02243,"Keep Your Nightmares","The Legend of Zelda: Oracle of Ages",2011-05-24
OCR01417,"Nayru's Love","The Legend of Zelda: Oracle of Ages",2005-10-18
OCR02055,"Past, Present, and Future Perfect","The Legend of Zelda: Oracle of Ages",2010-06-21
OCR02893,"Cryomentus","The Legend of Zelda: Oracle of Seasons",2014-05-21
OCR03099,"No Rain in the Desert","The Legend of Zelda: Oracle of Seasons",2015-03-04
OCR02902,"Pluvia Veris","The Legend of Zelda: Oracle of Seasons",2014-06-09
OCR03186,"Sword of Sand","The Legend of Zelda: Phantom Hourglass",2015-08-03
OCR03482,"Fi, Emissary of the Goddess","The Legend of Zelda: Skyward Sword",2017-01-15
OCR02928,"Fragments of Time v.1","The Legend of Zelda: Skyward Sword",2014-07-04
OCR02554,"Hylia's Fear","The Legend of Zelda: Skyward Sword",2012-12-08
OCR02334,"Skyward","The Legend of Zelda: Skyward Sword",2011-11-24
OCR01079,"Ancient Hero","The Legend of Zelda: The Wind Waker",2003-11-29
OCR03304,"Ballad on the Sea","The Legend of Zelda: The Wind Waker",2016-02-14
OCR01917,"First Time on Outset","The Legend of Zelda: The Wind Waker",2009-10-17
OCR02983,"Forever Yours","The Legend of Zelda: The Wind Waker",2014-09-16
OCR02520,"Full Mast","The Legend of Zelda: The Wind Waker",2012-10-29
OCR02412,"Her Smile in Every Summer","The Legend of Zelda: The Wind Waker",2012-04-02
OCR03503,"Historia Medley","The Legend of Zelda: The Wind Waker",2017-02-27
OCR02330,"Hoy, Small Fry!","The Legend of Zelda: The Wind Waker",2011-11-22
OCR01422,"Hyrule Wimbledon","The Legend of Zelda: The Wind Waker",2005-10-30
OCR02086,"Hyrulian Highlands","The Legend of Zelda: The Wind Waker",2010-08-22
OCR01124,"Pirates of Dragon Roost Isle","The Legend of Zelda: The Wind Waker",2004-02-19
OCR02100,"Rime of the Wanderin' Seafarer","The Legend of Zelda: The Wind Waker",2010-09-25
OCR03352,"Valoo's Honor","The Legend of Zelda: The Wind Waker",2016-05-11
OCR02799,"Forest of Purple Mist","The Legend of Zelda: Twilight Princess",2013-12-23
OCR03558,"Frozen Mourning","The Legend of Zelda: Twilight Princess",2017-06-14
OCR03018,"Hero's Rest","The Legend of Zelda: Twilight Princess",2014-11-08
OCR02967,"Lady of the Lake","The Legend of Zelda: Twilight Princess",2014-08-28
OCR03321,"Life of a Bowling Pin","The Legend of Zelda: Twilight Princess",2016-03-16
OCR01788,"No Hope","The Legend of Zelda: Twilight Princess",2008-12-16
OCR01639,"Of Twilight and Redemption","The Legend of Zelda: Twilight Princess",2007-10-31
OCR01591,"Tattered Slippers","The Legend of Zelda: Twilight Princess",2007-06-24
OCR03223,"The Other Side","The Legend of Zelda: Twilight Princess",2015-09-22
OCR03431,"The Torment of a Twili","The Legend of Zelda: Twilight Princess",2016-10-05
OCR03048,"Wistful","The Legend of Zelda: Twilight Princess",2014-12-11
OCR03020,"Zelda's Lament","The Legend of Zelda: Twilight Princess",2014-11-12
OCR00668,"Beginnings","The Longest Journey",2002-06-07
OCR02206,"Crispy Crimson","The Ninja Warriors",2011-03-21
OCR00596,"Chinatown (Bad Sushi)","The Revenge of Shinobi",2002-04-15
OCR01186,"Consent (Make Me Dance)","The Revenge of Shinobi",2004-05-24
OCR01394,"Corner of Sunset and Keys","The Revenge of Shinobi",2005-08-27
OCR00378,"Da Factory Funk","The Revenge of Shinobi",2001-07-06
OCR02184,"Eternal Tears","The Revenge of Shinobi",2011-02-14
OCR02607,"Memories of Blood & Bone","The Revenge of Shinobi",2013-02-14
OCR00045,"AmIEviL","The Secret of Monkey Island",2000-04-17
OCR02179,"Pirate Shout","The Secret of Monkey Island",2011-02-07
OCR02180,"Voodoo, Roots 'n Grog","The Secret of Monkey Island",2011-02-07
OCR02420,"Musicolours","The Sims 3",2012-04-18
OCR03244,"Don't Go","The Walking Dead: Season One",2015-10-28
OCR03182,"Cáemm elaine luned","The Witcher 2: Assassins of Kings",2015-07-27
OCR03484,"Love and Loss","The Witcher 3: Wild Hunt",2017-01-18
OCR01666,"Mint ~ The Spirit Is Willing","Threads of Fate",2008-01-02
OCR03333,"Reactive","Threes",2016-04-13
OCR00613,"Level 1 Theme (Brain Bucket Mix)","Tinhead",2002-05-01
OCR03298,"'Vators Gonna Bait","Tiny Barbarian DX",2016-01-28
OCR03143,"M-COR Rising","Titanfall",2015-06-03
OCR02744,"Everything's Alright (Short Steps Mix)","To the Moon",2013-09-17
OCR01735,"Bumpin'","ToeJam & Earl",2008-07-21
OCR03130,"Killer Toe Funk","ToeJam & Earl",2015-05-11
OCR00435,"Wake Up!","ToeJam & Earl",2001-09-30
OCR00803,"Mystery of a Planet","Tom Clancy's Rainbow Six: Rogue Spear",2002-10-10
OCR02831,"The Friendly Shadows","Tom Clancy's Splinter Cell: Chaos Theory",2014-02-06
OCR00869,"Adventure Is in the Air","Tomb Raider",2002-12-10
OCR00516,"Dark Racer","Top Gear",2002-01-29
OCR01674,"Rockabilly ~ Dark Gears ~ Surfing Gear","Top Gear",2008-01-20
OCR00505,"Track 1 (Final Nitro Mix)","Top Gear",2002-01-20
OCR01835,"Dance Nation","Top Gear 2",2009-04-28
OCR01633,"Rolling Start","Top Gear 2",2007-10-13
OCR02856,"Velocity Shift","Top Gear 2",2014-03-26
OCR00549,"Shop Mix","Top Gear 3000",2002-02-27
OCR02603,"Lullaby of Flame","Touhou Chireiden: Subterranean Animism",2013-02-08
OCR03188,"Temple of the Omnisword","Touhou Fuujinroku: Mountain of Faith",2015-08-06
OCR01982,"Naito Obu [br00tl]","Touhou Kaeidzuka: Phantasmagoria of Flower View",2010-02-01
OCR02113,"Devil's Advocate","Touhou Koumakyou: The Embodiment of Scarlet Devil",2010-10-21
OCR01569,"Icy Peaks","Touhou Youyoumu: Perfect Cherry Blossom",2007-04-15
OCR01003,"Linoleum Stalactites","Treasure Hunter G",2003-07-03
OCR02076,"Burning Vigil","Trenches",2010-07-29
OCR02075,"This Ain't No Bloc Party! This Is World War!","Trenches",2010-07-29
OCR01392,"Static Wonderland","Tsugunai: Atonement",2005-08-22
OCR00157,"Port of Adia Drum Mix","Turok 2: Seeds of Evil",2000-11-02
OCR01326,"The Desert Rocks vs. Concerto for Laser and Enemies","Turrican II: The Final Fight",2005-03-08
OCR00972,"A Rare Find","Tyrian",2003-04-19
OCR02918,"Data Flux","Tyrian",2014-06-24
OCR03395,"The Beautiful Spaceships","Tyrian",2016-07-27
OCR00764,"Forest Fire","U.N. Squadron",2002-09-07
OCR00277,"The Best of the Best","U.N. Squadron",2001-02-14
OCR02387,"Above the Clouds","Ufouria: The Saga",2012-02-11
OCR00044,"Trollbash","Ultima IV: Quest of the Avatar",2000-04-15
OCR00862,"Create Deconstruct","Ultima Online",2002-12-03
OCR00937,"Create Your Fantasy","Ultima Online",2003-03-01
OCR00816,"My Dying Ocllo","Ultima Online",2002-10-23
OCR01837,"History of the Bell City","Ultima Online: Renaissance",2009-05-05
OCR00810,"Gates of Creation","Ultima VI: The False Prophet",2002-10-17
OCR03163,"Dash Cancel","Ultra Street Fighter IV",2015-06-22
OCR03122,"Girl from Another World","Ultra Street Fighter IV",2015-04-22
OCR00302,"vs. Brazil","Ultraman 2: Shutsugeki Katoku Tai",2001-03-24
OCR03475,"Marching Towards Roshufa's Spirit","Undeadline",2017-01-02
OCR03267,"Golden Flowers","Undertale",2015-12-02
OCR03424,"Make Your Life Hell","Undertale",2016-09-20
OCR03423,"Medium Funk","Undertale",2016-09-20
OCR03455,"Nanny Goatmom's Purple Puzzle Basement","Undertale",2016-11-28
OCR03551,"Robots Aren't Made of This...","Undertale",2017-05-31
OCR03474,"Sunny Day Drive","Undertale",2017-01-01
OCR03425,"That's Not Funny","Undertale",2016-09-20
OCR03422,"Your Last Dream","Undertale",2016-09-20
OCR03443,"The Old Mansion by the Road","Uninvited",2016-10-27
OCR01379,"Club Showdown","Unreal Tournament",2005-07-19
OCR01976,"Forgone Rejuvenation","Unreal Tournament",2010-01-20
OCR02009,"Thanks for Dinner","Uru: Ages Beyond Myst",2010-03-22
OCR03229,"Ushas' Dark Gift","Uşas",2015-09-28
OCR01863,"Youthful Bravery","Vagrant Story",2009-06-29
OCR00532,"Sword Evolution (Starlight)","Valis III",2002-02-13
OCR01871,"The Shining Blue Armor Descends","Valkyrie Profile",2009-07-17
OCR01736,"Until You See the Light in Valhalla","Valkyrie Profile",2008-07-24
OCR01790,"Yggdrasil Speaks to Me","Valkyrie Profile",2008-12-21
OCR03465,"Number of the Beats","Vampire Killer",2016-12-15
OCR03421,"Wicked Chip","Vampire Killer",2016-09-16
OCR03316,"Become Death","Vectorman",2016-03-08
OCR01900,"Overflow","Vectorman",2009-09-04
OCR03401,"Soiled by the Egyptians","Vectorman",2016-08-04
OCR03115,"Not Your Above-Average Joe","Viewtiful Joe",2015-04-08
OCR01962,"Juunen Hayaindayou","Virtua Fighter 2",2009-12-24
OCR00496,"Groove-Mecha","Vortex",2002-01-12
OCR02205,"Clubbed Baby VVVVVVeal","VVVVVV",2011-03-17
OCR03506,"The Last Sequence","Warframe",2017-03-01
OCR01565,"Syrup's Secret Stash","Wario Land II",2007-04-05
OCR03416,"Greedbuilt","Wario Land: Super Mario Land 3",2016-09-08
OCR01988,"Serenity's Wake","Wave Race 64",2010-02-12
OCR02564,"A Morning at the Abbey","Wild Arms",2012-12-20
OCR01956,"A Ring and a Promise","Wild Arms",2009-12-13
OCR01737,"A Symphonic Tale","Wild Arms",2008-08-02
OCR00262,"Adlehyde Castle Flow","Wild Arms",2001-01-30
OCR02436,"Cries of Earth","Wild Arms",2012-05-17
OCR02355,"Desirous Sacrifice","Wild Arms",2011-12-22
OCR00840,"Dov'è L'amore","Wild Arms",2002-11-13
OCR02458,"East Meets Western","Wild Arms",2012-06-24
OCR02349,"Fireflight","Wild Arms",2011-12-20
OCR02351,"Godspeed","Wild Arms",2011-12-20
OCR02353,"Holy Mother!","Wild Arms",2011-12-21
OCR02664,"Hope for the Future","Wild Arms",2013-05-24
OCR02518,"I'm a Force of Nature","Wild Arms",2012-10-29
OCR00927,"Not Alone in the World","Wild Arms",2003-02-13
OCR02848,"Optimist Prime","Wild Arms",2014-03-12
OCR02419,"Premonitions","Wild Arms",2012-04-18
OCR02578,"Priority Nemesis","Wild Arms",2013-01-10
OCR02352,"Return to Dust","Wild Arms",2011-12-20
OCR00955,"Rosetta Refrain","Wild Arms",2003-03-22
OCR02428,"Round the Cape of Good Hope","Wild Arms",2012-05-01
OCR02348,"Succumb to the Wilderness","Wild Arms",2011-12-20
OCR02357,"Telepath Tower","Wild Arms",2011-12-22
OCR02350,"The Long Journey Ahead","Wild Arms",2011-12-20
OCR02588,"The Traveling Band's Last Song","Wild Arms",2013-01-19
OCR02479,"The Ultimate Sacrifice","Wild Arms",2012-08-17
OCR02774,"There in My Dreams","Wild Arms",2013-11-12
OCR02354,"Unstoppable","Wild Arms",2011-12-22
OCR01530,"Visions of Kin","Wild Arms",2006-12-03
OCR02356,"What's Left","Wild Arms",2011-12-22
OCR02395,"~to be loved is to love~","Wild Arms",2012-03-05
OCR01470,"Lord Blazer, The Robot Who Chills with da Peeps","Wild Arms 2",2006-04-18
